Title,Date,Link,Description
카카오뱅크 1분기 순익 1천112억원·9.1%↑…전 부문 고른 성장,"Wed, 08 May 2024 08:02:00 +0900",https://news.einfomax.co.kr/news/articleView.html?idxno=4308659,"저원가성예금 56.8%…저비용 조달에 여신 41.3조 카카오뱅크가 올해 1분기 1천112억원의 순이익을 올렸다고 8일 밝혔다. 이는 전년 동기 대비 9.1% 늘어난 수치로, 시장 전망치를 웃돈다. 연합인포맥스가 최근 1개월 내... "
카카오뱅크에서 기프티콘 거래한다고? 나만 몰랐던 ‘꿀팁’[김윤주의 금은동...,"Tue, 07 May 2024 07:02:00 +0900",https://n.news.naver.com/mnews/article/243/0000059267?sid=101,[편집자주] #20대 직장인 A씨는 카페에 방문하기 전 카카오뱅크 앱에 들어가는 것이 습관이다. 앱 내 ‘쿠폰사고팔기’ 탭에서 정가보다 저렴한 가격에 커피 기프티콘(온라인 상품권)을 구매할 수 있어서다. 또한 A씨는... 
"카카오뱅크, 자체 개발 신용평가모형으로 소상공인 대출 문턱 낮춰","Thu, 09 May 2024 16:26:00 +0900",http://www.paxetv.com/news/articleView.html?idxno=202797,카카오뱅크가 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별하고 대출을 공급했다고 9일 밝혔습니다. 지난 2022년 말 개인사업자... 
"카카오뱅크, 1분기 순이익 1112억원·전년比 9.1%↑…'역대 최대'","Wed, 08 May 2024 16:18:00 +0900",http://www.wikileaks-kr.org/news/articleView.html?idxno=152964,카카오뱅크가 올 1분기 1112억원의 당기순이익을 기록하며 분기 기준 역대 최대 실적을 경신했다. 이는 전년 동기 대비 9.1% 성장한 규모다. 8일 카카오뱅크는 실적발표를 통해 지속적인 고객 유입과 트래픽 확대를... 
"카카오뱅크, 1분기 당기순이익 1112억원…9.1% ↑","Wed, 08 May 2024 08:34:00 +0900",https://www.asiatoday.co.kr/view.php?key=20240508010003132,"'포용금융' 실천에 전 부문 성장세…신규 고객 70만 명↑ 자영업자, 소상공인 대상 372억원 등 금융 지원 대폭 확대 인터넷전문은행 맏형 카카오뱅크가 올해 1분기 당기순이익이 1112억원, 영업이익 1484억원을 기록하며 전... "
"카카오뱅크, 저금리 주택담보대출 내세워 1Q 순이익 9% 증대","Wed, 08 May 2024 10:04:00 +0900",http://www.ftoday.co.kr/news/articleView.html?idxno=320973,카카오뱅크의 1분기 순이익이 약 1112억원을 기록하며 전년 동기 대비 9% 가량 늘었다. 순이익 증가 요인은 타은행 대비 저금리를 내세우면서 주택담보대출 등 대출 자산을 크게 늘렸던 영향이 컸던 것으로... 
"카카오뱅크, 1분기 순익 1112억원 '역대 최대'","Wed, 08 May 2024 09:38:00 +0900",https://www.ngetnews.com/news/articleView.html?idxno=505679,뉴스저널리즘 김혜민 기자 = 카카오뱅크가 8일 2024년 1분기 실적을 발표했다. 당기순이익은 1112억원으로 1분기 최대 실적을 새로 썼다. 전년 동기(1019억원) 대비 9.3%p 상승한 값이다. 하지만 '모두의 은행'이라는... 
"카카오뱅크, 12일 새벽 금융거래 일시중지…이체·카드 결제 중단","Tue, 07 May 2024 15:56:00 +0900",https://n.news.naver.com/mnews/article/029/0002872215?sid=101,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 오전 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든 금융거래... "
"카카오뱅크, 대환대출에 힘입어 1분기 영업익 1484억원","Wed, 08 May 2024 16:26:00 +0900",https://byline.network/?p=9004111222534587,"카카오뱅크가 대환대출 서비스에 힘입어 수익 성장세를 이어가고 있다. 지난해 금융위원회의 주도로 시행된 대환대출 서비스를 통해 사용자는 은행이나 핀테크를 통해 낮은 금리의 전월세보증금대출, 주택담보대출... "
"카카오뱅크, 대안신용평가모형 개발…소상공인 대출 문턱 낮춰","Thu, 09 May 2024 09:58:00 +0900",http://www.thebigdata.co.kr/view.php?ud=20240509090936121062abca1943_23,카카오뱅크가 데이터 기반의 신용평가모형(CSS) 혁신으로 중·저신용자에 이어 소상공인 대출 문턱을 낮추는 노력을 이어간다. 카카오뱅크(323410)는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반... 
"카카오뱅크, 12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 16:00:00 +0900",http://www.finomy.com/news/articleView.html?idxno=210465,카카오뱅크는 안정적인 전산 시스템 운영을 위해 12일 오전 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체·카드 결제·ATM 입출금 등 모든 금융거래 서비스가... 
"카카오뱅크, 12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 15:36:00 +0900",http://www.dailyimpact.co.kr/news/articleView.html?idxno=115983,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든... "
"카카오뱅크, 1Q 순이익 1111억 전년比 9.1%↑…역대 최대 실적","Wed, 08 May 2024 13:52:00 +0900",http://www.shinailbo.co.kr/news/articleView.html?idxno=1870619,"카카오뱅크는 올 1분기 영업이익 1484억원, 당기순이익 1111억원의 경영 실적을 달성했다고 8일 공시했다. 영업이익과 순이익 모두 지난해 같은 기간보다 각각 8.7%, 9.1% 증가한 수치다. 지속적인 이용자 유입과... "
카카오뱅크 정기점검…12일 새벽 금융거래 일시 중지,"Tue, 07 May 2024 10:14:00 +0900",http://www.seoulwire.com/news/articleView.html?idxno=608382,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, 자동화기기(ATM) 입출금 등 모든... "
"[특징주]카카오뱅크, 성장성 둔화 우려 속 2% 약세","Thu, 09 May 2024 09:16:00 +0900",https://n.news.naver.com/mnews/article/018/0005734294?sid=101,카카오뱅크가 9일 장 초반 2%대 약세를 보이고 있다. 성장성에 대한 우려 탓으로 풀이된다. 마켓포인트에 따르면 이날 오전 9시 12분 카카오뱅크(323410)는 전 거래일보다 650원(2.54%) 내린 2만4950원에 거래 중이다. 앞서... 
"DGB대구은행, 시중은행 전환 기념 대고객 감사 ‘iM뱅크 Re – Born 페스티벌...","Mon, 20 May 2024 20:14:00 +0900",http://www.sentv.co.kr/news/view/686585,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다.   가계 대출 부분은 20일부터 이벤트 기간 iM뱅크를 통해... "
"카카오뱅크, 전산시스템 정기 점검··· 12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 16:52:00 +0900",http://www.enewstoday.co.kr/news/articleView.html?idxno=2124281,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든... "
"카카오뱅크, 1분기 순이익 1112억원…전년보다 9.1% 증가","Wed, 08 May 2024 10:30:00 +0900",http://www.whitepaper.co.kr/news/articleView.html?idxno=233897,"화이트페이퍼, WHITEPAPER자료=카카오뱅크 카카오뱅크의 올해 1분기 당기순이익이 1112억원으로 집계됐다. 전년보다 9.1% 증가한 것으로 분기 기준 역대 최대 실적이다. 8일 카카오뱅크는 2024년 1분기 경영 실적발표를... "
"카카오뱅크, 신용평가 고도화로 소상공인 대출 문턱 낮췄다","Thu, 09 May 2024 09:38:00 +0900",https://www.fetv.co.kr/news/article.html?no=164959,"카카오뱅크는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가 선별, 대출을 공급했다고 9일 밝혔다. 카카오뱅크는 다양한 사업장 정보를... "
"카카오뱅크, 1분기 순이익 1천112억원...전년比 9.1%↑","Wed, 08 May 2024 16:58:00 +0900",https://www.youthdaily.co.kr/news/article.html?no=152333,주담대 잔액 11.8조원...3개월 새 2.7조원 증가  카카오뱅크가 대환대출 경쟁에서 주택담보대출(주담대) 시장 점유율을 확대하면서 올해 1분기 역대 최대 실적을 냈다. 카카오뱅크는 8일 ‘2024년 1분기 경영 실적발표’... 
"DGB대구은행, 시중은행 전환 기념 ‘iM뱅크 Re – Born 페스티벌’ 연다","Mon, 20 May 2024 14:30:00 +0900",http://www.kbsm.net/news/view.php?idx=433908,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다. 가계 대출 부분은 20일부터 이벤트 기간 iM뱅크를 통해 비대면... "
"카카오뱅크, 1분기 순이익 1112억원···분기 기준 역대 최대 실적","Wed, 08 May 2024 14:34:00 +0900",https://www.sisajournal-e.com/news/articleView.html?idxno=402651,인터넷전문은행 카카오뱅크가 올해 1분기 역대 최대 실적을 달성했다. 지난 1월 개시한 주택담보대출과 전월세보증금대출 갈아타기 서비스로 대환대출 시장에서 두각을 드러낸 점이 주효했던 것으로 분석된다. 8일... 
"카카오뱅크, 1분기 당기순익 1112억원 시현…전년比 9.1%↑","Wed, 08 May 2024 09:26:00 +0900",http://www.wolyo.co.kr/news/articleView.html?idxno=239933,사진=카카오뱅크 ［월요신문=고서령 기자］카카오뱅크는 '2024년 1분기 경영 실적발표'를 통해 당기순이익 1112억 원을 시현했다고 8일 밝혔다. 이는 전년 동기 대비 9.1% 증가한 기록이다. 카카오뱅크는 올해 사업... 
카카오뱅크 전산시스템 정기 점검…12일 새벽 금융거래 일시 중지,"Tue, 07 May 2024 18:14:00 +0900",https://www.econovill.com/news/articleView.html?idxno=654134,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 애플리케이션(앱) 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든... "
"카카오뱅크, 1분기 순이익 1112억원...분기 기준 역대 최대","Wed, 08 May 2024 10:00:00 +0900",http://www.dailyimpact.co.kr/news/articleView.html?idxno=116021,카카오뱅크는 올해 1분기 당기순이익이 1112억원으로 전년 동기 대비 9.1% 증가했다고 8일 밝혔다. 이는 분기 기준 역대 최대 실적이다. 1분기 영업이익은 1484억원으로 지난해 같은 시기보다 8.8% 증가했다. 1분기 기준... 
"카카오뱅크, 신혼부부·지역 소상공인 돕는 상생 대출 출시","Tue, 30 Apr 2024 14:14:00 +0900",https://n.news.naver.com/mnews/article/241/0003347456?sid=101,카카오뱅크는 경북·인천·대전·경남 등 4개 지역 신용보증재단과 상생 보증 업무 협약을 체결했다고 30일 밝혔다. 카카오뱅크가 이번 협약으로 선보이는 지역 특화 상생 보증 상품은 경북 저출생 극복·육아 보육 지원... 
"카카오뱅크, 전산시스템 정기 점검...12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 10:00:00 +0900",https://www.digitaltoday.co.kr/news/articleView.html?idxno=516527,"카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, 금융자동화기기(ATM) 입출금... "
"카카오뱅크, 1분기 순이익 1112억…고객 확대 기반 전 부문 고른 성장","Wed, 08 May 2024 11:14:00 +0900",http://www.datanews.co.kr/news/article.html?no=132625,카카오뱅크는 올해 1분기 1112억 원의 순이익을 기록했다고 8일 공시를 통해 밝혔다. 올해 1분기 순이익은 전년 동기(1019억 원)와 비교하면 9.2% 증가했다. 지속적인 고객 유입 및 트래픽 확대를 기반으로 수신과 여신... 
"카카오뱅크, 1분기 순익 1112억...전년比 9.1% ↑","Wed, 08 May 2024 10:24:00 +0900",http://www.opinionnews.co.kr/news/articleView.html?idxno=97975,카카오뱅크 로고. 사진 제공=카카오뱅크 카카오뱅크가 분기 기준 역대 최대 실적을 기록했다. 주택담보대출의 대환 수요를 흡수하면서 시장 점유율을 확대한 결과다. 카카오뱅크는 올 1분기 당기순이익이... 
"카카오뱅크, 1분기 당기순이익 '역대 최대' 1112억원…전년 比 9.1%↑","Wed, 08 May 2024 08:48:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=591268,컨슈머타임스=이지영 기자 | 카카오뱅크가 올해 당기순이익은 1112억원을 기록하며 전년 동기 대비 9.1% 증가해 분기 기준 최대 실적을 달성했다. 1분기 영업이익 1484억원으로 전년 동기 대비 8.8% 증가했다.... 
"카카오뱅크, 1분기 순익 1112억원 전년대비9.1% 증가...성장·포용 다 잡았다","Wed, 08 May 2024 16:20:00 +0900",https://www.psnews.co.kr/news/articleView.html?idxno=2054532,카카오뱅크. [사진=카카오뱅크] 카카오뱅크는 '2024년 1분기 경영 실적발표'를 통해 1분기 순이익이 1112억원으로 전년 동기 대비 9.1% 증가했다고 8일 밝혔다. 이는 분기 기준 역대 최대 실적이다. 카카오뱅크 관계자는... 
"카카오뱅크, NIM 감소에도 1Q 영업익 전년比 8.8%↑","Wed, 08 May 2024 14:52:00 +0900",https://www.fortunekorea.co.kr/news/articleView.html?idxno=38001,"카카오뱅크는 8일 실적 발표에서 지난 1분기 순이자마진 감소에도 영업이익과 당기순이익이 지난해 대비 모두 증가했다고 밝혔다. 이 기간 카카오뱅크의 영업이익은 1484억 원으로, 전년 동기 대비 8.8% 증가했으며... "
"카카오뱅크, 1분기 당기순이익 1112억원···'역대 최대 실적'","Wed, 08 May 2024 16:16:00 +0900",http://www.todaykorea.co.kr/news/articleView.html?idxno=317646,투데이코리아=서승리 기자 | 카카오뱅크가 이자이익과 플랫폼 수수료 등 비이자이익 부문의 고른 성장을 통해 올해 1분기 역대 최대 실적을 달성했다. 카카오뱅크는 올해 1분기 당기순이익이 1112억원을 기록했다고 8일... 
"카카오뱅크, 대안신용평가모형으로 소상공인 대출 문턱 낮췄다","Thu, 09 May 2024 09:34:00 +0900",http://www.globalepic.co.kr/view.php?ud=20240509090936121062abca1943_29,"김 씨는 카카오뱅크의 문을 두드린 결과 개인사업자 신용대출이 승인돼 자금 문제를 해결할 수 있었다. 이는 카카오뱅크가 김 씨의 사업장 카드 매출 정보, 중소기업중앙회 납부이력, 금융결제원 출금 비중 등 비금융정보... "
"카카오뱅크, '간편 세금 조회·신고 서비스' 이용 고객 50만명 돌파","Thu, 02 May 2024 09:14:00 +0900",https://n.news.naver.com/mnews/article/018/0005729147?sid=101,카카오뱅크는 ‘간편 세금 조회·신고 서비스’의 이용 고객이 50만 명을 돌파했다고 2일 밝혔다. 5월 종합소득세 정기 신고 기간에 맞춰 ‘세금 신고 안내’ 서비스를 제공하는 등 고객 편의 기능도 강화한다. 카카오뱅크... 
"카카오뱅크, 12일 오전 1~8시 전산시스템 정기 점검","Tue, 07 May 2024 12:04:00 +0900",https://www.newscj.com/news/articleView.html?idxno=3136918,"카카오뱅크가 안정적인 전산 시스템 운영을 위해 오는 12일 오전 1시부터 오전 8시까지 정기점검을 실시한다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든 금융거래 서비스가... "
"카카오뱅크, 12일 새벽 거리 일시중지···전산시스템 정기점검","Tue, 07 May 2024 09:58:00 +0900",http://www.hansbiz.co.kr/news/articleView.html?idxno=692484,/카카오뱅크  카카오뱅크(대표이사 윤호영)가 안정적인 전산시스템 운영을 위해 오는 12일 오전 1시부터 8시까지 정기점검을 실시한다. 점검 중에는 카카오뱅크 앱 접속을 비롯해 이체·카드결제·ATM 입출금 등 모든... 
"DGB대구은행, 시중은행 전환 기념 대고객 감사 ‘iM뱅크 Re–Born 페스티벌’","Mon, 20 May 2024 21:06:00 +0900",http://www.ksmnews.co.kr/news/view.php?idx=483023,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다. 가계 대출 부분은 20일부터 이벤트 기간 iM뱅크를 통해... "
"DGB대구은행, 시중은행 전환 기념 대고객 감사 ‘iM뱅크 Re Born 페스티벌’ ...","Mon, 20 May 2024 12:02:00 +0900",https://www.cnbnews.com/news/article.html?no=660223,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다. 가계 대출 부분은 20일부터 이벤트 기간 iM뱅크를 통해... "
카카오뱅크 1분기 당기순이익 1112억 원... 전 부문 고른 성장 '순항',"Wed, 08 May 2024 09:18:00 +0900",http://www.consumernews.co.kr/news/articleView.html?idxno=705498,카카오뱅크가 올해 1분기 당기순이익이 전년 동기 대비 9.1% 증가한 1112억 원을 기록하며 견조한 성장을 이어갔다. 지속적인 고객 유입과 트래픽 확대를 기반으로 여·수신과 수수료 및 플랫폼 수익 등 전 부문이 고른... 
"7분기 만에 웃었다, 카카오뱅크 플랫폼 수익 '성장 신호탄'","Thu, 16 May 2024 09:24:00 +0900",https://www.fetv.co.kr/news/article.html?no=165454,약 2년 만에 플랫폼 수익 200억원대 회복...연계대출 등 영향 고객 활동성 창출 입증...&quot;대출 넘어 성장 부가가치 증명할 때&quot;  &quot;플랫폼 비즈니스의 본격적인 성장이 향후 카카오뱅크 순익 성장을 견인할 것으로 예상한다... 
"카카오뱅크, 1분기 실적 '역대 최대'…지방은행 3곳 앞질렀다","Wed, 08 May 2024 18:31:00 +0900",https://n.news.naver.com/mnews/article/088/0000876932?sid=101,"인터넷전문은행 카카오뱅크가 올해 1분기 역대 최대 실적을 냈다. 대구은행, 부산은행 등 주요 지방은행 뒤를 바짝 추격하는 모양새다. 비교적 낮은 금리를 앞세워 주택담보대출(주담대) 시장 점유율을 확대한 게... "
"카카오뱅크, 대안신용평가모형으로 소상공인 대출 문턱 낮춰","Thu, 09 May 2024 11:16:00 +0900",http://www.newscape.co.kr/news/articleView.html?idxno=102172,카카오뱅크는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별하고 대출을 공급했다고 9일 밝혔다. 지난 2022년 말 개인사업자... 
"카카오뱅크 “CSS 고도화로 중·저신용자 대출 확대”… 1분기 연체율, 전년동...","Thu, 09 May 2024 13:43:00 +0900",https://n.news.naver.com/mnews/article/138/0002172947?sid=101,박기록기자] 카카오뱅크가 데이터 기반의 신용평가모형(CSS) 혁신으로 중·저신용자에 이어 소상공인 대출 문턱을 낮추는 노력을 이어갈 계획이라고 밝혔다. 9일 카카오뱅크는 자체 개발한 '소상공인 업종 특화... 
"카카오뱅크 체크카드·모임통장, 분기 최대 실적 '쌍두마차'","Wed, 08 May 2024 16:18:00 +0900",http://www.insightkorea.co.kr/news/articleView.html?idxno=135351,카카오뱅크가 2024년 1분기 분기 역대 최대 실적을 다시 썼다.&lt;카카오뱅크&gt; 카카오뱅크가 경기 둔화 국면임에도 분기 최대 실적을 달성했다. 체크카드 이용 활성화와 지속적인 모임통장 고객 증가에 따른 조달금리... 
"카카오뱅크, '2024 아시테지 국제여름축제' 5000만원 후원","Fri, 03 May 2024 10:16:00 +0900",https://daily.hankooki.com/news/articleView.html?idxno=1080839,사진=카카오뱅크  카카오뱅크는 어린이·청소년 문화 예술 활동 증진을 위해 '2024 아시테지 국제여름축제'에 5000만원을 후원한다고 3일 밝혔다. 올해 32회째를 맞은 '아시테지 국제여름축제'는 국·내외 어린이·청소년... 
"카카오뱅크, 12일 새벽 전산시스템 정기 점검…금융거래 일시 중지","Tue, 07 May 2024 13:24:00 +0900",http://www.itdaily.kr/news/articleView.html?idxno=222868,"카카오뱅크(대표이사 윤호영, Daniel)는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM... "
"카카오뱅크, 자체 개발 신용평가모형으로 소상공인 대출 문턱 낮춘다","Thu, 09 May 2024 17:50:00 +0900",https://www.pointdaily.co.kr/news/articleView.html?idxno=200886,카카오뱅크는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별하고 대출을 공급했다. 사진=카카오뱅크  카카오뱅크는 자체 개발한... 
"DGB, 시중은행 전환 기념 대고객 감사 'iM뱅크 Re – Born 페스티벌' 실시","Mon, 20 May 2024 17:46:00 +0900",http://www.newstnt.com/news/articleView.html?idxno=373571,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다. 가계 대출 부분은 20일(월)부터 이벤트 기간 iM뱅크를 통해... "
"카카오뱅크, 경북·인천·대전·경남 소상공인 ‘핀셋 지원’","Tue, 30 Apr 2024 09:30:00 +0900",https://n.news.naver.com/mnews/article/018/0005727795?sid=101,"카카오뱅크는 경북, 인천, 대전, 경남 등 4개 지역 신용보증재단과 상생 보증 업무협약을 체결했다고 30일 밝혔다. 카카오뱅크가 이번 협약으로 선보이는 지역 특화 상생 보증 상품은 △경북 저출생 극복·육아보육 지원... "
"카카오뱅크, 12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 14:54:00 +0900",https://www.cnbnews.com/news/article.html?no=658101,"카카오뱅크가 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등 모든... "
"카카오뱅크, 12일 1~8시 금융거래 일시정지…전산시스템 정기 점검","Tue, 07 May 2024 10:12:00 +0900",http://www.datanews.co.kr/news/article.html?no=132600,"카카오뱅크(대표 윤호영)는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM 입출금 등... "
"카카오뱅크, 12일 모든 금융거래 일시 중단…전산시스템 정기점검","Tue, 07 May 2024 09:52:00 +0900",http://www.fntimes.com/html/view.php?ud=2024050709481440380d260cda75_18,카카오뱅크(대표이사 윤호영)가 고객에게 보다 안정적인 서비스를 제공하고자 전산 장비의 운영 현황을 점검하는 동시에 시스템의 구성 변경과 장비 업그레이드 작업을 진행한다. 카카오뱅크는 안정적인 전산 시스템... 
"카카오뱅크, 韓 인터넷뱅킹 시장 휩쓸다...MAU 1800만 넘었다","Wed, 08 May 2024 08:24:00 +0900",https://www.techm.kr/news/articleView.html?idxno=124195,"윤호영 카카오뱅크 대표/사진=카카오뱅크 카카오뱅크가 올해 1분기 당기순이익 1112억원을 기록하며 어닝서프라이즈급 실적을 기록한 가운데, 남다른 이용자 증가세에 이목이 집중된다. 8일 카카오뱅크에 따르면 올... "
"카카오뱅크, 1분기 '모든 토끼' 다 잡았다","Wed, 08 May 2024 15:12:00 +0900",https://www.smartfn.co.kr/article/view/sfn202405080068,"스마트에프엔 권오철 기자 카카오뱅크가 올해 1분기 고객 확대와 포용금융, 건전성, 실적 등 전 부문의 고른 성장을 이뤄냈다. 특히 실적은 분기 기준 사상 최대치를 기록했다. 카카오뱅크는 해당 기간 영업이익은... "
"카카오뱅크, 핵심예금 증가에 1분기 순익 '역대 최고'...1112억 전년비 9%↑","Wed, 08 May 2024 08:50:00 +0900",http://www.press9.kr/news/articleView.html?idxno=58875,카카오뱅크의 올해 1분기 당기순이익이 1112억원으로 전년 동기 대비 9.1% 증가했다. 이는 역대 최고 실적으로 영업이익도 1484억원으로 같은 기간 8.8% 증가했다. 카카오뱅크 관계자는 &quot;지속적인 고객 유입 및 트래픽... 
"카카오뱅크, 전산시스템 정기 점검…12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 14:02:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=591131,"컨슈머타임스=이지영 기자 | 카카오뱅크(대표이사 윤호영, Daniel)는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 밝혔다. 점검 중에는 카카오뱅크 앱 접속을... "
"카카오뱅크, 1분기 당기순익 1112억원 ... 전년 比 9.1%↑","Wed, 08 May 2024 13:34:00 +0900",http://www.newslock.co.kr/news/articleView.html?idxno=90970,카카오뱅크는 올해 1분기 영업이익 1484억원 당기순익 1112억원을 기록했다고 8일 밝혔다. 이는 전년동기 대비 9.1% 증가한 수치다. 카카오뱅크는 &quot;지속적인 고객 유입 및 트래픽 확대를 기반으로 수신과 여신 그리고... 
"카카오뱅크, 전산시스템 정기 점검…12일 새벽 금융거래 일시 중지","Tue, 07 May 2024 11:40:00 +0900",https://www.getnews.co.kr/news/articleView.html?idxno=673021,"사진제공=카카오뱅크 카카오뱅크는 안정적인 전산 시스템 운영을 위해 오는 12일 일요일 새벽 1시부터 오전 8시까지 정기점검을 실시한다고 7일 밝혔다. 점검 중에는 카카오뱅크 앱 접속을 비롯한 이체, 카드 결제, ATM... "
"카카오뱅크, '소상공인 업종 특화 신용평가모형'으로 소상공인 대출 문턱 낮췄...","Thu, 09 May 2024 16:58:00 +0900",http://www.thefirstmedia.net/news/articleView.html?idxno=145012,사진=카카오뱅크 카카오뱅크는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별하고 대출을 공급했다고 9일 밝혔다. 지난 2022년... 
"카카오뱅크, 대안신용평가모형으로 소상공인 대출 문턱 낮췄다","Thu, 09 May 2024 17:36:00 +0900",https://www.thepublic.kr/news/articleView.html?idxno=223504,카카오뱅크는 자체 개발한 '소상공인 업종 특화 신용평가모형'을 통해 금융정보 기반 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별하고 대출을 공급했다고 9일 밝혔다. 그동안 개인사업자의 사업장... 
"[위클리오늘] DGB대구은행, 시중은행 전환 기념 'iM뱅크 Re – Born 페스티벌...","Mon, 20 May 2024 14:44:00 +0900",http://www.weeklytoday.com/news/articleView.html?idxno=626963,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로, 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다. 가계 대출 부분은 20일부터 이벤트 기간 iM뱅크를 통해... "
"소상공인 대출 쉬워진다... 카카오뱅크, 개인사업자 특화 신용평가모형 개발","Thu, 09 May 2024 11:40:00 +0900",http://www.whitepaper.co.kr/news/articleView.html?idxno=233958,"화이트페이퍼, WHITEPAPER(사진=카카오뱅크 제공) 카카오뱅크가 소상공인 업종 특화 신용평가모형(CSS)을 자체 개발, 이를 통해 신용도가 낮아 대출이 거절된 개인사업자 6명 중 1명을 추가로 선별해 대출을 공급했다고 9일... "
